Number,Target variable,Gluteus medius,Gluteus minimus,Adductor longus,Adductor brevis,Adductor magnus,Tensor fasciae latae,Gracilis,Gluteus maximus,Psoas major,Quadriceps,Piriformis,Ipsilateral erector spinae,Contralateral erector spinae,Ipsilateral internal oblique,Contralateral internal oblique,Ipsilateral external oblique,Contralateral external oblique
665,26.80061775,-0.81293127,4.41520952,46.13114857,32.43109221,9.42984095,15.54163029,7.65700049,0.20479666,46.99849827,5.54778156,-1.06668618,70.9557561,139.1492349,11.71337746,36.67683344,29.16668513,54.6149872
666,25.88254884,-1.57065744,3.18613827,45.64801028,38.67292236,15.42847464,14.68814683,8.69996239,0.69765667,46.773499,8.80546183,-1.96043462,55.84884123,145.824559,10.40267074,36.43000762,26.29420359,56.26165463
667,21.26248766,1.22852734,7.29229179,17.54345819,3.7266808,12.78459075,10.02491949,2.89920872,0.00113566,41.47736946,1.55238461,4.1730941,140.6682229,144.2483266,37.06949329,25.1667283,50.20245323,23.67193037
668,21.44360349,0.3405112,6.81864667,21.90330193,8.88550738,9.639324176,9.91181221,3.619412,0.51789398,42.38989075,2.99368547,0.3721826,202.3969896,105.9287408,37.73182492,9.21734787,50.96229279,18.53495798
669,21.50816869,-0.83271526,7.55423356,22.23594713,18.0219748,9.639324176,9.8107127,4.5819846,1.70880211,42.55282155,3.04617544,-2.12313173,283.5235871,85.6825993,37.87560078,4.25309191,50.0387339,10.74922979
670,21.46596442,-1.90721507,8.07684191,22.46577121,18.85750083,6.54731179,9.71254083,5.64513329,2.33133364,42.73436802,1.19547891,-4.53592874,283.6607387,89.76832962,37.79444479,3.25767931,48.8485751,8.7376027
671,21.30624441,-2.3706195,7.80565355,22.61027706,14.9381833,9.47228472,9.58001453,5.98208387,2.60967876,42.87815251,0.94731346,-5.82574075,263.3505452,86.47804976,37.63640255,3.63217669,47.73306576,8.65728861
672,20.99252474,-1.63987826,6.58916403,22.9387831,12.88596942,11.1488656,9.42084883,6.07349659,4.14661457,42.97713278,3.97860076,-5.65426347,235.6295355,68.73266702,37.4289927,4.6514823,46.60284132,9.1445853
673,11.08661801,0.87336592,4.94373767,23.86535961,9.1328578,1.70822166,10.7364461,3.09123305,1.23561208,42.86970279,4.44171592,1.45233269,80.661994,139.3502362,12.08213673,31.85838567,17.54746725,22.07753883
674,11.1926242,0.66310639,3.92483717,23.77105785,12.00840372,2.24881028,10.46090668,3.50580014,0.79571402,43.09227691,6.38694665,1.32678814,73.53368157,142.4797797,9.14376368,32.54598176,13.08498729,24.59302053
675,11.23618638,0.30759867,3.23442668,23.7564096,15.5701066,3.07517094,10.18820991,4.11346775,0.17624964,43.32875974,9.01006395,0.996709,64.7059457,143.6865948,6.9344192,32.83126303,9.75730036,27.75905867
676,11.21959815,-0.1539786,3.02791216,23.8555851,16.45409253,4.0546101,9.9454759,5.12359964,3.456427064,43.63212837,11.39333041,0.46080017,59.82762365,143.2474998,5.43707147,32.35973611,7.08777565,30.33803486
677,11.16019939,-1.020133,3.55457947,24.09611055,16.739179,4.67524969,9.75155951,5.88533904,3.456427064,44.11356707,10.23758976,-0.30480167,69.86596855,142.4711808,4.58027412,29.443247,4.49445155,27.84994991
678,11.05757662,-2.08056619,4.41409604,24.42756633,16.87429903,5.4441028,9.5141497,6.17229771,3.399001396,44.52838571,8.10370048,-1.18295961,80.25270798,140.2217984,4.30875516,20.83574749,2.81843438,20.85263415
679,13.26649077,0.09179372,6.6581806,19.0294995,3.40457868,9.43703634,7.62845169,5.83061385,2.5917085,40.17175393,3.12302044,-0.93021762,62.23311124,52.52214305,33.46838467,47.00571857,38.88692232,31.67912075
680,13.48815974,-0.22071201,5.74401601,19.15739423,9.79898717,11.38447397,7.5945083,5.84740837,2.29297003,40.32221981,3.41241842,-1.44050731,67.06204317,51.77396864,33.38687905,42.15061909,38.06162112,31.22350732
681,13.59200655,-0.15574703,5.18622198,4.13983311,16.6797753,12.06660258,7.55382787,5.84345793,2.04620786,40.4316074,3.77253015,-1.7410277,68.48021657,51.03633144,33.26643552,38.33163014,37.41470797,30.90379007
682,13.59579584,-0.29122912,4.59045236,20.89063051,12.42782364,12.30399642,7.5085199,5.8321009,1.71333257,39.35719673,4.36831478,-2.04004117,71.88880261,50.54469531,33.19051191,32.87540425,36.71255068,30.44291539
683,13.51985795,-0.75874365,4.01383428,9.8980798,12.42782364,12.53598311,7.45339378,5.82201132,1.36533808,40.46527704,5.15242695,-2.2784459,78.00279738,49.61984224,32.91443686,25.28339009,36.08800429,29.75855144
684,13.3349357,-1.6154889,3.30305431,16.83598116,12.42782364,12.85861063,7.36752397,5.81708042,1.28853304,40.40215125,6.46071325,-2.67126068,89.40438136,46.04193974,33.31610248,17.59545538,35.81928671,28.48984603
685,22.99737605,0.59454945,1.78316613,22.94029636,19.51474588,9.06193354,9.54139616,5.81453751,5.74126132,39.07842727,17.27694427,0.41000421,73.74920651,44.14802086,41.08047661,9.17845756,48.51750045,31.48737555
686,23.60245496,2.28674787,1.70250903,22.11024863,11.282053,4.37332848,9.46851999,5.59993376,5.6537754,39.36992272,24.42313519,2.63863657,57.78052723,57.86480998,40.61743374,11.9683174,46.22900893,31.52009952
687,23.99527385,9.01672179,1.5639585,21.08838427,5.82891801,1.49772566,9.37680799,5.31894603,3.98555866,39.65589844,35.43445194,7.69678001,45.43542538,65.30328014,40.0652746,17.64722636,44.07404392,30.20994416
688,24.07273396,9.85854747,1.06887375,21.83939004,9.5234643,2.33377995,9.19669342,5.91241493,2.49738274,40.0248407,35.62807548,12.61536157,58.92755574,58.74667589,35.28605152,15.55701478,44.25931362,30.44044377
689,23.88093945,3.3523068,0.59489821,22.95249771,12.02795606,7.60913459,8.95639644,6.52877225,3.66127061,40.2868871,20.37256157,11.1238448,103.8085619,42.84110287,36.89953188,7.72289143,44.9517628,28.48884006
690,23.43702759,-0.12252547,0.32508045,22.1861634,12.51697332,22.60968116,8.68629573,6.68522014,7.17040822,40.29507361,9.94885641,6.43201627,131.3858937,29.31570029,4.86836327,3.34162939,45.01346018,25.09722199
691,13.53428035,-1.65372093,2.17046302,19.9540599,9.70209944,12.93055981,8.91412591,6.16459102,4.87490255,38.60181381,10.65252895,-2.33735405,65.88294801,188.3533439,0.86695171,31.77796286,12.75107927,36.02789727
692,13.756207,-2.14318159,2.29681108,20.05098255,14.9012818,17.35667381,8.89385312,6.18994939,4.66847632,39.42458383,9.90260928,-3.50367588,76.06713873,184.78589,0.78707954,35.49963536,9.28625248,34.99433326
693,13.84064819,-2.10164064,2.957075,22.89289118,11.80085101,14.03013152,8.8313431,6.15699542,2.40852863,39.87661145,7.51910921,-3.27101119,85.29259637,165.8288699,2.55099182,34.8567333,12.06688146,34.0005726
694,13.78537995,-1.27112619,2.34432321,21.18635997,2.80231947,16.94862395,8.58596435,6.20297116,3.09768459,39.63881839,11.99597817,-2.38609659,55.0728168,111.9550548,5.80479629,35.11794129,21.47861231,34.95939968
695,13.61771398,2.37141705,1.4472107,20.62845794,10.44260406,27.9429883,8.21250742,6.22134361,9.98194561,39.03744297,30.57576458,-0.93052132,27.9401994,52.44194916,22.32277386,35.82269493,25.04190593,35.22440239
696,13.28680547,8.40240737,0.88735054,20.2908877,14.63698902,27.90438742,7.38468271,6.19866368,25.71975561,38.29445235,47.7912118,0.84291106,16.1383119,33.24211591,44.59533051,35.90928764,25.49768601,35.62634059
