Number,Target variable,Gluteus medius,Gluteus minimus,Adductor longus,Adductor brevis,Adductor magnus,Tensor fasciae latae,Gracilis,Gluteus maximus,Psoas major,Quadriceps,Piriformis,Ipsilateral erector spinae,Contralateral erector spinae,Ipsilateral internal oblique,Contralateral internal oblique,Ipsilateral external oblique,Contralateral external oblique
540,11.00173286,0.23598604,3.0171298,22.68664318,15.1365706,4.53018888,8.12753992,5.80569981,1.16339413,42.75315913,9.81126929,2.5305885,64.31409314,115.5542609,30.6838746,35.71673386,18.136425,31.78126201
541,23.61571633,1.38478454,1.50357875,21.2287118,13.55419754,23.94495615,8.69984,6.76202156,4.4327242,43.57280103,43.3355066,1.76523673,25.15171934,75.31397906,18.41128225,38.96329005,28.65644056,36.76286323
542,23.87887055,0.79400129,1.07920944,17.86336794,14.02729647,32.99341128,8.4878549,6.9854225,5.63310611,43.34688354,13.82064217,1.0022936,20.53516731,77.88380238,16.99406657,39.21414799,28.11970303,38.36478514
543,23.99676089,1.66219263,0.91375393,16.40848245,15.54028099,32.37400583,8.29531667,7.04287402,6.71217312,43.18717066,29.25017458,1.5412807,19.3864183,78.97774437,15.61892309,35.61747701,27.25801513,38.36847419
544,23.94824418,1.9332214,1.09261164,22.23876355,16.97074195,30.21911839,8.23305276,7.01402741,5.99468172,43.22536106,32.62238726,1.84973342,21.87970503,77.88663892,17.35566997,38.32963799,25.47714893,37.67338918
545,23.76328691,1.31437327,1.68091881,17.53974781,12.44967573,29.34369155,8.22430757,6.96285523,3.32964974,43.43942171,35.32955458,1.62921461,28.41116474,77.96490672,22.44867141,37.12822457,21.64211525,36.03731979
546,23.45930388,-1.33470959,2.27243138,20.27817643,4.07564353,29.09628513,8.17090174,6.93475704,0.55065561,43.78438969,34.05056036,-0.34876616,39.16642675,82.80466379,22.03292923,35.32452727,12.54645091,32.10405871
547,27.55293912,-7.03241458,0.39611267,35.52887287,15.81518162,29.87148161,7.2695682,7.26945462,7.222642772,48.57467015,16.00156557,-4.12284408,113.8845349,17.00004135,47.02639222,4.41266555,69.7933274,5.89535523
548,28.02502433,-5.28420973,0.36517264,35.59020145,8.76958622,29.53822264,7.07189593,6.77971796,2.53859242,47.92770961,34.4650007,-3.31692464,111.1467965,13.96373297,47.18862904,9.01776268,68.04364699,6.78300682
549,28.26108469,-3.18892269,0.25723938,35.65424725,5.03368329,27.01477985,6.82548416,6.27257188,6.5034352,47.29192888,23.47514559,-2.40609977,108.9767327,12.35018699,47.1956813,10.82970042,66.14167798,6.92671583
550,28.21377827,-0.27897057,0.27808227,35.48375763,17.44128049,29.05031428,6.46109468,6.15733198,8.44607978,46.50039243,26.44995852,-1.27438014,106.8376364,12.24324985,47.08401876,10.44026646,64.14091975,7.13433286
551,27.77316182,4.30190119,0.31631743,35.13340818,32.36142883,28.55214123,5.75587357,1.94649397,10.77471159,45.59943348,21.56943802,0.3538633,103.8327753,11.83793711,46.8580181,10.31562877,62.07690048,8.27167976
552,26.94276617,7.62820895,0.62126761,34.68493822,25.22652249,25.88523191,4.77953351,6.88728783,13.34153761,44.75301642,29.97023018,2.01180741,100.2866432,19.99038395,46.3086437,11.71684199,60.0128169,10.13678653
553,15.18964084,0.58491171,1.08975719,18.72440672,12.43664027,25.12973429,7.77622183,6.83796615,7.37734879,39.77484448,45.82883044,-0.77948527,113.0995438,23.16726759,29.34863414,6.77354372,121.3211436,6.0953886
554,15.54849726,-3.41483034,0.94981937,29.7794626,18.90622518,24.71700405,7.8267321,6.84826652,2.90388418,40.59593314,43.73979758,0.3516154,107.4672927,32.91790605,36.66869941,0.19018167,111.257034,1.90167144
555,15.72592938,-2.93376151,0.9959561,17.1541662,13.44810411,21.33916638,7.81373962,6.85129251,2.8129251,41.30493531,41.60758293,-1.924139392,-15.61739191,47.01528272,36.14111665,15.864691,98.00967977,-0.44603111
556,15.75482381,-1.09976922,0.81130738,19.98890849,37.4330803,19.16597839,7.66103595,6.78278509,3.117028162,41.25690488,25.93881362,-1.597537956,76.66579275,40.81277053,35.988198,9.9140267,95.28392292,-0.75739239
557,15.61263897,-1.988478188,0.75062996,15.58600769,0.25935254,14.26302084,7.31301038,6.58146475,3.104542878,40.48409386,22.14348683,-1.60576491,94.69500289,23.38976417,33.2140904,9.45997748,98.21297418,0.80831219
558,15.29522927,-2.44800979,0.75022484,18.70049923,60.92294984,20.38579118,5.93035116,6.55344849,0.36290343,38.91811192,15.9479134,0.16030169,100.9410811,8.80827161,22.72495178,4.964303716,97.26858766,9.3812422
559,17.99518643,2.19353935,1.61578428,9.27173524,15.72292733,14.37304979,8.06094877,6.60720938,11.24106904,40.2069865,20.57499683,1.83510671,66.485506,62.8005282,30.37083564,12.81938577,66.00576955,28.2168748
560,18.35296811,0.51043394,1.36542845,18.87155135,11.27067567,27.69255812,8.01039686,7.06654289,14.59766051,40.226242,29.1374052,0.95607726,91.00901244,99.29690784,33.72396833,10.60641229,69.86332852,27.01036925
561,18.57406486,-2.90909533,1.61548372,26.71003779,21.69291498,19.43207585,8.20329184,6.98544975,6.46228855,41.68912475,18.83422651,0.27981773,134.1045386,253.6888822,35.76837514,7.65746389,49.98217408,20.29983226
562,18.65523841,-6.4340955,1.81548922,27.52995775,16.52353006,5.85517436,8.30491386,7.03080125,4.607969356,43.24397554,12.61839818,0.19962134,137.0071339,307.4984162,23.17587664,7.55612274,10.4769286,3.97882583
563,18.57122981,-5.96691795,1.31564873,27.86344515,16.87310473,8.9389436,7.99223185,7.17910339,6.57409378,43.28281632,31.60190801,0.13866439,133.4013823,275.7891151,13.23745416,10.96266526,4.72008698,2.99552286
564,18.33541143,-3.38517827,0.93219423,28.11394887,26.11555356,33.49606726,7.61890959,7.1788078,8.030509726,42.4815583,32.69726293,3.580164828,127.6700967,175.4092359,30.6910575,18.23435116,16.98884413,4.56160977
565,13.20354583,-3.57983693,1.19531209,26.64047644,112.298666,24.1514211,8.1886326,6.62118958,1.18210846,41.23541299,14.0142955,-2.05692354,195.5657359,77.53302739,35.65094461,0.21633081,28.63126379,4.96206436
566,13.40550454,-4.70706491,1.35314352,27.37747012,35.16044662,23.7897064,8.08142693,6.6146473,2.05211076,41.43337815,14.98479737,-1.98461744,186.8446768,65.17590292,35.20290469,1.94292277,30.20042865,4.76011274
567,13.51214808,-5.37659959,1.5065935,27.57676197,83.51173267,23.10807308,7.99596782,6.57079318,2.13182564,41.67409753,14.78421356,-0.74116328,178.7512485,62.51547357,34.49303173,4.4963116,32.06909341,4.39581597
568,13.53164651,-3.30645594,1.67187573,27.83733429,169.9624796,22.45646589,7.92283709,6.5243579,1.04788654,41.8949177,15.61499773,0.85025778,172.5084132,67.10945635,33.53112384,6.34902922,30.24427172,3.97037332
569,13.46034374,-0.16153139,1.62461877,28.09855383,160.6970731,22.00446528,7.82704741,6.49213703,1.697950676,42.02396793,16.53574438,1.12028382,167.2287892,71.37346372,32.58809378,7.01245237,26.87861585,3.3908387
570,13.26933389,2.11869514,1.68631268,28.31477611,112.1615978,21.60451301,7.70447796,6.457334,1.722170438,42.01315084,16.94892723,1.56874353,161.4564027,72.32918512,31.77428045,8.50789471,23.40297607,3.34708074
571,11.49067641,5.31608571,7.74826378,18.64114179,6.07578282,4.142487046,8.53581821,5.60373619,2.457096156,50.71415971,5.9304987,10.44022378,188.0677841,109.7718487,10.73424276,11.09926037,11.24210654,4.93773616
572,11.58896584,4.13712302,4.05881682,17.9058661,14.64462036,8.213467608,8.20850844,6.06105427,5.27344643,49.08588524,13.36630685,7.62525581,125.2261548,99.74883435,11.64112909,30.26764457,14.77974281,12.25984763
573,11.62761507,3.06869001,2.34025171,17.53600894,9.162014168,10.32581274,7.76976798,6.15111601,5.37407853,47.23038589,20.22615978,2.14435231,38.75535217,70.78879099,14.94260169,26.55073214,24.55052684,36.92638525
574,11.63394131,2.27288087,1.73573686,22.83033185,13.25459653,20.65122954,6.83251808,6.12710906,18.30628431,44.62813327,20.02148196,0.67475572,19.30307502,48.00450913,18.16692189,36.314655,27.4816915,37.18362057
575,11.58996048,1.29476042,1.75093082,21.86681345,14.58715382,12.3033451,5.9308084,6.07983307,27.81052666,44.00972372,19.25240226,0.11273232,18.32919092,59.70813894,15.65389425,27.59244303,24.69599071,36.86085194
576,11.4928562,0.66233106,2.04438514,21.16214184,14.58715382,20.3080338,6.39887241,6.03490757,22.45716852,45.20467005,18.19108718,-0.12174235,25.17659386,99.56150401,9.00130485,28.24824802,14.27400636,36.19571593
577,12.53253743,1.12517833,7.09698536,23.26203299,16.66277308,4.09020896,8.68496166,3.17731169,4.39956982,40.95050343,1.04486583,0.10219021,151.8751055,135.8748256,16.42108977,35.15252126,19.777776,40.05024266
578,12.77173571,0.60945457,8.9422022,23.36187828,16.12987082,7.09258072,8.53643676,3.83954063,11.70747921,40.95029242,4.43556808,-0.13935117,106.7028962,151.5043578,17.95113018,35.68451844,15.38783825,41.63319119
579,12.92670858,0.6579316,4.70662145,8.95778216,19.20102304,13.31915497,8.40306905,5.29089023,17.78794519,41.33181135,12.51337092,0.00852066,68.46372777,157.6529264,16.7921258,36.66646231,11.27899127,42.22671039
580,12.99247661,0.33462128,2.99495746,21.8649505,1.03729039,20.75331823,8.34967858,5.73902508,17.68319237,40.02779539,18.82376585,0.06585085,56.09102856,157.9003639,16.42930431,35.09230187,8.73957086,37.67335451
581,12.95796159,-0.43051944,3.65503297,13.47964305,19.41691676,22.53148247,8.3980016,5.80882355,12.08124731,42.04534024,15.50466862,-0.67480315,61.31506612,160.7294739,15.97553222,35.34402343,6.06679782,40.2874174
582,12.81052813,-2.25196934,8.09361468,23.98002086,42.75826416,16.18291273,8.55707727,5.78626614,3.48366403,42.76819007,5.16811213,-2.30574814,94.32505855,164.9736176,12.80411428,32.36823283,3.40410169,37.35275288
583,15.64623215,0.50690961,5.65080304,29.279294,10.914771,4.39518818,9.9054294,3.91461785,3.34853958,41.46078075,6.17417392,0.86989106,152.5935303,97.15795426,56.92977946,46.90814101,29.21053265,22.35673039
584,15.8687733,7.51195069,3.93277952,27.80265397,5.13643606,11.21187793,9.83079886,3.70432755,5.60465821,39.47768571,13.74271993,5.28976196,235.9672324,96.37675916,30.04837082,9.86546572,30.6111577,7.67144749
585,15.95397215,13.16635383,2.99724077,27.81159846,6.14637722,6.982828668,9.60836414,4.42448537,3.522698234,42.81516798,29.86226515,10.88997554,235.7445211,93.45691716,21.01839066,43.41639478,30.93891527,5.4405871
586,15.90483728,12.56561942,2.18781586,27.34412004,13.65300157,2.63056549,9.22495331,6.56200233,13.35942131,42.48702197,55.42158268,16.32664342,162.3885804,85.95392539,21.30962197,45.28088053,31.58670013,13.36204832
587,15.70122452,8.02875963,1.76287906,28.16722314,26.67575785,12.1946843,8.77641332,6.9991962,7.85039487,42.20343905,53.71168696,15.3923492,60.81086058,59.68368652,30.527271,46.31690608,32.46168619,46.85050341
588,15.35530118,1.47321124,1.97127844,28.26781874,17.20016531,49.21986039,8.31422454,7.04569875,38.46191918,41.57140438,47.46536322,6.03242362,28.7818226,39.27321827,53.46245685,46.07922574,32.42791839,68.33200617
589,13.6556773,0.74162178,2.33812138,27.51739389,14.44304215,4.36892043,8.36155959,1.99375729,1.16632773,33.23525016,6.40455304,2.23500893,308.91381,125.1554999,29.95486573,1.56467669,8.86197666,15.08734224
590,13.93666273,-0.27493204,2.21390963,27.43638026,21.7159939,5.66226622,8.37134533,2.26932814,0.879835,33.80564188,5.94723693,0.03566717,294.3116358,120.4636586,30.00457373,0.94613234,8.6462196,8.46214117
591,14.07699771,1.20206815,2.86441458,27.08527323,22.04970268,6.4822737,8.36590072,2.6161643,1.67310155,34.205027,4.54071634,-0.30026285,265.7416206,112.9685601,29.11090155,6.74198463,10.14345238,9.89167321
592,14.10893962,0.10851229,6.34552365,26.57149684,21.15665581,5.96846194,8.34493598,3.00427082,2.48144417,34.58675307,1.24067765,-0.7621847,186.2298015,105.8651472,23.02219115,30.31533666,12.72008566,16.49398833
593,14.02021032,0.26163047,10.35921597,26.20432955,20.39166734,4.77141238,8.35450125,3.28843261,2.36992661,34.96705355,4.788275202,-1.2835771,98.55005879,98.77717052,9.8673468,97.4539228,15.74782562,26.60936129
594,13.83057669,-0.23771252,9.1094664,18.76391201,18.43699386,5.45357347,8.29473529,3.57758618,2.07716607,33.38409332,9.932568706,-1.86706758,110.7638869,84.58336267,8.98076966,118.1126029,19.33833982,24.99120214
595,22.29106629,-0.50774181,7.99387071,21.8586689,15.71281736,2.59650816,8.47133707,4.25151162,1.41044692,36.41665854,0.49586368,-0.06071636,129.7099942,206.8388253,32.88520708,2.44284314,21.85059938,10.79747912
596,22.74441494,0.12969471,10.52872692,22.38918994,7.25275962,10.45023532,8.68745611,3.97333216,0.56831514,37.26882787,9.411436138,-0.13902451,100.6737817,277.9240069,28.71733517,9.42248358,11.89181683,16.21694353
597,22.92594759,3.01925292,10.62455389,21.57984751,2.26189324,9.100889102,8.7666566,3.28123097,2.4110717,38.00587735,12.08412002,1.95374367,40.61201231,280.3191277,11.28966548,39.43944829,5.5607515,28.71724615
598,22.86333573,3.91279853,10.54504002,21.82597396,2.97657922,6.269691504,8.67093597,3.75348315,1.159573322,38.61793535,10.6699967,3.86568431,38.91528498,257.7349583,6.89808696,65.86899143,5.98595384,28.27535332
599,22.58487805,2.75266279,8.42602799,20.34986789,8.76284936,6.257265872,8.44564581,5.78745803,1.075719626,39.0992231,11.35608261,4.73233061,64.84002406,208.5963057,17.65522254,48.54421188,10.7388669,25.16977786
600,22.06576432,0.08853262,3.95639031,24.64708799,9.44239598,9.04314653,8.23398797,6.32842405,2.853094372,39.49087883,6.30323049,4.11482497,111.161527,126.4978149,32.30299736,17.15042976,19.59969222,15.67552228
601,10.78425586,-0.25011757,2.88759129,8.81091512,27.56942998,2.00377424,11.17129324,6.65654523,1.516600612,50.26556769,20.86743378,1.76219138,116.0596509,148.3184574,13.136345,2.44000531,12.48071057,41.23324557
602,11.10569634,0.46830234,2.64409585,13.02900276,17.43822139,3.76065655,10.74697196,7.17192516,1.937040068,50.88020092,32.5924658,1.39315155,105.5731968,123.6257842,6.74146292,27.71147742,7.6018521,35.30316181
603,11.28673153,-0.26877033,2.12782909,23.25839428,17.43822139,11.43504642,10.17083942,7.29691595,2.876428664,48.41006783,43.08474636,0.73318022,69.53111744,145.5274234,0.41714214,35.99296019,7.44491352,47.33873853
604,11.34608076,-0.91451672,1.8786636,11.24957062,16.76650846,26.05912889,9.762374,7.27111593,2.876428664,47.84074707,42.00617952,0.04899676,53.09221114,136.160603,3.67907862,37.24016255,8.15337928,49.34148982
605,11.26129099,-1.48798021,1.81659924,27.96076254,13.81881821,39.73408181,9.34830683,7.19196255,2.813435922,47.1220094,38.24510919,-0.67074983,41.04462744,129.5237322,8.18421004,37.62157497,9.89805067,49.02398998
606,11.0143499,-1.98575714,1.73213562,26.05471398,16.3598491,38.59652702,9.02506445,7.10168996,3.4103517,46.52399342,37.98427664,-1.29611318,35.01118146,123.6425336,12.52101245,37.44256728,11.576862,48.3904395
607,15.31119319,0.6863512,3.54946739,10.08893233,17.24827467,5.6046709,9.00711164,5.53540561,7.607804846,43.55070427,29.46906298,1.16066047,173.6642928,77.17886627,34.8589521,13.0921188,8.73012892,12.344694
608,15.57766285,0.32260567,2.80538676,19.66294666,18.74446428,10.07534893,8.7511385,5.98562008,1.981467494,43.41854136,31.98368001,0.68169616,167.7549617,66.78511358,34.87486508,14.22156553,14.05078587,10.30758628
609,15.70725031,0.36832423,2.24591518,19.28126308,22.17692818,20.73702803,8.49206284,6.15302991,1.676608352,43.21770823,31.46209964,0.49603324,162.3116345,44.64467803,34.8560644,15.08007559,24.28009871,8.35340279
610,15.69428565,-0.3223735,1.89865541,20.80391365,12.52321423,21.41903433,8.28407957,6.21210473,1.676608352,43.00707645,30.80846179,-0.10581618,158.378956,33.8637118,34.7976069,15.1263158,40.55141244,6.63828049
611,15.52882136,-1.25332675,1.67664977,20.97263284,46.34821511,21.227828,8.07350642,6.23159668,0.95942825,42.74590731,29.89555182,-0.71002526,154.7679231,26.56846982,34.74920856,14.47394829,47.59425719,5.05147966
612,15.22116098,-2.39225757,1.40958089,21.30090622,38.17112036,20.83796468,7.84948715,6.22107777,3.05640982,42.41509573,28.65002436,-1.59331675,151.0289346,21.43976187,34.75701243,13.12797432,47.33926218,4.02300235
613,11.04530188,-0.65411909,2.20486039,15.31626592,63.69166842,10.3270852,8.82891542,5.91745703,2.62418917,40.72220391,4.83568666,-1.15943638,101.9829621,225.5275213,11.30249428,16.66100866,43.13308978,59.72677587
614,11.14099204,-1.09543108,3.18812992,12.66450636,66.82726151,11.65926415,8.79335933,5.93909342,2.75135716,38.95672566,2.6352912,-2.01916314,90.32455868,297.9514499,34.15990871,29.41925198,42.27725474,56.32667481
615,11.19093363,-1.2824518,5.76286191,20.58489054,66.82726151,7.74402351,8.77562823,5.89693232,1.11202515,41.58647996,1.02347278,-2.38893306,65.25982845,373.4323408,32.17511087,62.7316831,41.61530581,53.37333511
616,11.18722646,-1.53931006,8.11141497,22.29820944,66.82726151,4.56398759,8.7182989,5.88628751,2.227251322,41.48628993,0.63720218,-2.55907924,61.7410497,400.7818636,27.42389382,125.4767794,41.81000738,45.75047377
617,11.12151366,-0.82726922,7.0213313,4.57680815,167.6560431,4.19827299,8.57739351,5.90811274,2.000254282,41.0616488,1.43477401,-2.20708026,72.14616687,324.2509166,25.5048261,178.7629114,42.32738662,34.01234391
618,10.99269521,1.10992066,2.51835996,10.19947222,128.7999067,8.51303903,8.29104368,5.96478901,1.99423939,40.73837975,5.97341991,-1.15971289,88.79729333,210.4851196,33.17038908,144.9610679,42.80092745,27.98522873
619,10.53136061,-1.31475438,1.65069685,20.50530369,21.76245133,15.38986106,8.11642452,5.84708545,2.97189203,37.44638701,12.00770958,-2.09725052,179.2407165,138.0543924,41.0615515,15.89180246,47.38416454,6.22978142
620,10.71883607,-2.59617171,1.52794325,21.31955958,10.06831768,21.13976607,8.09958976,6.03231946,2.03359347,37.8041802,8.95689688,-3.88480406,170.9975052,123.9197054,28.97104355,10.982036,46.39745124,4.4992611
621,10.80152789,-3.31713807,1.31852389,18.47021524,34.6131179,22.96319142,8.03590364,6.12212211,1.93101195,38.11748917,11.08082286,-4.90645606,167.9561135,105.4343814,41.80318256,8.95335771,45.68638912,4.00385235
622,10.77150741,-3.56819944,1.1621478,22.00136249,34.6131179,22.73687369,7.95238615,6.14880957,2.19692079,38.34318251,15.55519698,-5.26274128,160.52074,90.37001699,41.03392812,9.27146604,45.09974239,4.0739554
623,10.60302022,-3.3118498,1.09126883,22.15874192,25.24939727,22.32714958,7.84266337,6.14283798,2.66503545,38.49748884,22.88778525,-5.12213019,152.3408386,77.18897758,40.31847703,11.02394926,44.54008611,4.47187455
624,10.29513169,-2.84851028,1.0330991,22.29468886,3.82382539,21.84884655,7.71649949,6.11709706,3.14893206,38.62804906,24.03565811,-4.6590056,143.8624709,67.51703473,39.58211406,13.32885543,43.94940818,4.92508731
625,14.87522504,-0.70198538,5.57025837,16.91122443,10.9344659,11.99345244,7.76856942,6.60878875,5.26106021,37.8391453,11.41058795,-1.32804333,20.74956817,103.2429195,10.203252,31.83578902,27.30025741,46.02283257
626,15.12454741,-1.05745261,5.69318397,16.06990789,6.570205756,14.21597081,7.71201169,6.59401429,4.4234642,38.18161074,10.94128028,-1.78302605,20.32062454,105.1844941,11.20266149,27.35882164,26.02360431,45.58633126
627,15.27518554,-1.43302267,5.62906903,19.57015793,9.70209944,16.27760923,7.65377115,6.55630959,2.9898112,38.55727139,10.97915217,-2.11820266,20.71426007,108.5066138,11.68038709,32.13242978,23.3840462,44.59708451
628,15.31793578,-1.68343656,5.34627337,11.55415478,8.728123804,17.27441431,7.58384134,6.50855972,1.53440891,38.88115094,12.35093532,-2.24050983,22.02784478,110.6126472,11.30296167,31.79206561,19.05119235,43.8579093
629,15.23641043,-1.80586878,4.79515903,19.2752745,8.07157902,17.92229918,7.49366138,6.44714099,0.59402187,39.09459782,16.07137246,-2.25182984,21.97575073,110.7093609,10.20621322,32.28582631,14.34610377,43.20272532
630,15.09375905,-1.71404241,4.17290185,17.53117101,8.728123804,18.08760957,7.38787578,6.38355935,0.42644492,39.04055597,23.81812323,-2.10267677,22.11269252,109.6788652,10.48768375,7.76342556,12.13522805,40.78446016
631,15.51324745,0.32615103,9.0470675,20.26743347,11.7751266,4.3201217,9.33365161,6.24731126,17.73431193,40.52806251,27.59523242,-0.18349948,44.88938153,74.53553063,33.01014604,14.93377242,21.4784206,35.52041993
632,15.86861207,1.56375415,2.85763471,20.90195019,14.23540992,10.93429557,8.929556,6.44267638,6.29028703,40.36616268,18.31512664,1.08357036,23.64278366,73.86332979,31.85935796,31.32179362,28.31806154,35.57518068
633,16.09144198,6.37160144,1.14661255,21.01991466,14.97759421,27.90783511,8.33525797,6.49844865,29.624159,39.65373129,55.29043099,2.9301177,12.79279086,66.74677789,29.78181221,32.6736142,30.15001837,38.05669298
634,16.17459859,10.25168648,0.79960725,21.44457023,12.93611209,27.4728223,7.63968062,6.47387116,49.755248,39.280547,53.54157643,4.31846319,9.93508851,58.99692622,27.9050589,33.62321083,30.39721024,38.64496891
635,16.09330294,9.87404931,0.80453438,21.48765617,18.50054513,26.50155916,7.30799123,6.42055884,53.82717833,39.41721936,50.93646746,4.90780994,10.93576732,55.74045033,33.79585219,33.8574719,64.30621959,38.63812187
636,15.86898249,6.58437798,0.88748402,21.65999814,13.22525486,25.52338527,7.61717958,6.3656989,42.35598099,39.80670033,40.43792071,4.13522513,13.74256171,64.9418475,39.38341592,33.66742155,78.44160228,38.23940169
637,10.38870599,0.64939226,10.86305043,22.75540609,9.51414949,2.31307567,9.70153775,3.9313458,0.84404185,38.2380531,8.221787656,1.0059211,45.90324007,116.6202093,35.50422459,59.61677797,21.22810607,31.07323307
638,10.59590918,2.52889393,14.07250484,21.90779609,4.51885318,3.9490726,9.7459816,3.24856642,1.894728302,38.46608017,8.221787656,1.54234697,29.83938417,151.8837674,17.92272294,60.26450591,8.37180325,6.35284954
639,10.70770529,2.52310124,5.45515625,22.01495976,4.82287613,3.9490726,9.63909622,3.24765221,1.759127588,39.20379348,8.436188014,1.90438423,31.25261208,148.3227027,9.08022793,57.80030101,5.44186123,29.1902186
640,10.71716275,0.48802345,-1.79996188,22.97702199,8.7166593,4.328377438,9.45363231,3.80944052,1.759127588,40.03174668,8.367866934,1.95189036,52.46460076,143.7444645,10.43239437,52.96361455,5.41809716,29.50201089
641,10.60905771,-2.78790285,9.4491013,17.63287385,17.30146862,0.31951271,9.33352156,4.64496981,2.417678824,40.50468743,10.84112814,1.22809961,114.3643152,146.6728334,12.29352933,31.86277114,4.13184289,24.93198961
642,10.38779726,-5.93362727,5.79951268,6.04322039,11.42446171,3.63000101,9.13249721,5.92954156,1.302016598,41.42714632,13.67967512,1.326484054,179.6183253,136.2618046,13.29007023,9.52255557,2.95138057,10.51007153
643,12.75256918,-0.90461678,4.09775239,23.46217454,35.15046911,6.78564866,8.19619977,6.35933583,0.10364213,33.48683871,12.04512911,0.0056991,226.6900144,90.58974772,45.45867818,19.24304761,56.26590156,17.31135803
644,12.93170548,-0.70221096,3.56026308,24.43633916,65.98776744,9.36190651,8.11104065,6.49758714,1.847412074,38.81844076,15.20262736,-0.45154753,224.0520497,87.57834906,45.2719811,11.44366434,54.18870072,10.92662358
645,13.04483529,-1.28660631,3.14219394,13.81747097,62.40004225,14.14691115,8.00200811,6.56432182,1.786040758,35.75581697,20.18601267,-0.95671949,216.75,83.1297225,41.79304189,8.85646104,52.18359386,8.33215602
646,13.08005213,-1.5892237,2.79198036,16.10083459,62.40004225,21.49193271,7.89994781,6.57072745,2.009108476,39.72854537,29.41877021,-1.21238164,207.6333359,78.54136531,44.18123345,8.11161384,50.6306833,7.88858256
647,13.02983817,-1.78722099,2.50614913,20.85776822,62.40004225,23.51935402,7.80009543,6.55501838,2.009108476,39.71621556,31.8439214,-1.30885467,199.7321602,75.67439843,43.2527226,7.81504945,48.893063,7.88345428
648,12.87486865,-2.19334143,2.13429455,27.93283389,62.40004225,23.36262621,7.69675544,6.53315471,2.009108476,39.90327297,31.72204078,-1.47963188,193.433348,73.67222852,42.71342945,6.55226451,46.95623212,7.16714208
649,15.0350163,0.66248088,6.55223499,35.35794406,18.34487452,3.85574787,7.99234256,5.28894429,6.12926907,42.3494761,5.3114668,0.51943979,91.55162354,92.67881362,21.3987424,39.0360232,19.20540688,41.90867681
650,15.1608115,1.62497221,4.41045193,19.01178841,18.3370584,4.61079671,7.27445178,5.80376728,6.12926907,36.64890054,10.28230413,1.7336752,73.04028612,86.68737657,20.29149539,40.36627838,26.52635835,46.5676149
651,15.22016853,3.73684238,3.31933791,31.66459955,18.12217708,6.48663171,7.56214182,6.04139776,2.66713275,40.64775886,23.36764582,4.00368188,49.9427026,65.30295632,22.77031798,40.70497441,32.3861004,59.69680856
652,15.20561597,8.66156564,2.92763108,31.95120551,18.12142692,9.52511051,7.25049452,6.06399328,7.42415169,40.44158751,25.45576637,7.38372344,39.58915615,39.87150227,33.08772882,34.92073277,22.90354313,59.86684374
653,15.11068543,8.24011676,3.23219002,30.84135418,11.22852423,13.47861463,7.12280677,6.13196268,9.68983168,40.24298408,23.50528901,8.87961894,38.65379704,36.11469499,51.25535476,36.73519735,29.70918536,49.03019917
654,14.94366899,3.10189188,3.81289479,29.23983941,16.83081223,18.12341565,7.23914266,6.28967993,7.76754464,40.80493139,16.683722,6.23646612,44.94069437,47.1809306,67.07225141,39.22429398,31.78589109,56.57947263
655,10.02317367,1.99252857,6.45111214,17.62570873,3.22516412,5.406444324,10.13247917,2.62975895,1.94664436,37.20714595,-1.09624097,2.31875426,135.6727538,43.27443346,28.92783736,19.50891276,24.62615659,22.57057357
656,10.26529887,1.58662683,8.58567825,18.42289343,4.399956,5.406444324,10.05636716,2.87696452,0.66626526,37.6316238,-0.19825527,2.38911788,110.0719915,49.01287974,27.82664592,20.19848057,23.61762322,25.20533023
657,10.38608291,0.68383003,5.76282281,19.21058281,8.947757,2.91126715,9.89375683,3.66430409,1.30815442,38.06614897,1.70373147,1.16230785,73.40892793,71.40043836,21.82311013,31.74581919,19.68036668,28.93451741
658,10.40103304,0.10089018,5.25946505,19.33806952,11.74195466,3.99954805,9.9095444,4.11226585,0.71244963,38.76876355,3.13089779,0.37661492,77.86933877,94.3362209,11.61808138,31.43320622,14.05305968,28.39388477
659,10.31139923,-0.20998015,7.36848182,19.08124355,12.6765012,3.17948056,9.91483009,4.27897763,0.55691351,39.5919096,1.50755082,-0.04488612,92.76297245,110.6633186,8.90587135,31.07775856,12.49932881,27.61669874
660,10.09731629,-0.60082121,4.30642112,19.82700323,16.80284935,6.61611312,9.63860692,5.41906483,4.6009106,39.84523048,4.59943907,-0.66389076,60.46757421,112.8930906,6.09225784,32.19275321,10.96569581,29.36117833
661,26.65566494,1.2889397,8.94732675,50.0446492,30.04752938,5.04391757,18.65989988,3.90366961,2.76657092,46.72675333,2.10899805,0.72699994,83.30319938,75.63998461,17.37553273,38.4303578,33.69440093,50.51126749
662,27.21108662,0.77612109,8.2597219,49.95198534,36.64803227,5.35595817,17.85737757,4.39641329,3.16280183,46.65278978,2.80632847,0.41325106,79.296003,74.94522337,20.8618183,36.81492214,27.10008565,61.22517608
663,27.478594,0.47010186,6.82598883,47.37878527,38.72605437,6.23825867,17.07266915,5.06554836,2.3115163,46.78379339,3.63403621,0.25443021,76.81078029,86.81832057,19.3336581,37.6953419,32.47218594,60.47561106
664,27.34489244,-0.29145135,5.27473421,46.70082247,38.48379703,7.45101212,16.3017167,6.03319064,1.07451174,46.9396457,4.46224878,-0.37292021,76.05310302,110.0743527,14.67007587,37.19054888,31.17924157,56.85446984
